ENTERPRISEID,CUSTOMERENTERPRISEID,CLIENTENTERPRISEID,CLIENTLOCATIONENTERPRISEID,SECURITYPROVIDERENTERPRISEID,GUARDQUALIFICATIONENTERPRISEID,SERVICELINECURRENTENTERPRISEID,WORKORDERTERMINATIONREASONENTERPRISEID,NUMBER,FULFILLMENTTYPE,CLASS,CATEGORY,POSITION,BILLINGCODE,STARTDATE,ENDDATE,DATECREATEDUTC,DATEMODIFIEDUTC
BF173CAE-F03D-4CA9-AF25-60F45081D101,Psrm-CUS000001,Psrm-C0000522,Psrm-CL0292908,Psrm-V0007299,Psrm-WOGQ000002,Psrm-SL000008,,T7299.208987,MSP,Terminated,Temporary,Patrol Supervisor 1,BPO5148- BOEING FLAGGER,2023-08-25T03:30:00Z,2023-08-25T03:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
DBEDA474-D161-4225-8B7E-91DBA61C6292,Psrm-CUS000001,Psrm-C0000191,Psrm-CL0140375,Psrm-V0001057,Psrm-WOGQ000002,Psrm-SL000008,,E1057.208058,MSP,Terminated,Emergency,Service Channel-UUG,253824502,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F6C5B68E-CBFB-4E76-B999-0189EC016A52,Psrm-CUS000001,Psrm-C0000112,Psrm-CL0217114,Psrm-V0004441,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,L4441.181946,MSP,Terminated,Long Term,UUG,N/A,2023-08-24T22:00:00Z,2023-08-24T22:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
D05E072F-13BB-484C-AD28-33C51AEBF1CD,Psrm-CUS000001,Psrm-C0000075,Psrm-CL0065363,Psrm-V0006065,Psrm-WOGQ000002,Psrm-SL000008,,E6065.208370,MSP,Terminated,Emergency,UUG,SSF0023254,2023-08-24T22:15:00Z,2023-08-24T22:15:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
096406A5-48F7-45B0-997A-6BA34E1A30E3,Psrm-CUS000001,Psrm-C0000161,Psrm-CL0127282,Psrm-V0005593,Psrm-WOGQ000002,Psrm-SL000008,,T5593.208173,MSP,Terminated,Temporary,UUG,N/A,2023-08-25T06:00:00Z,2023-08-25T06:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
43B52048-7F09-4271-AF82-7440AA8F4F0F,Psrm-CUS000001,Psrm-C0000290,Psrm-CL0300808,Psrm-V0006689,Psrm-WOGQ000002,Psrm-SL000008,,T6689.208039,MSP,Terminated,Temporary,UUG 1,N/A,2023-08-24T22:00:00Z,2023-08-24T22:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
D89050E7-D374-441A-AE5A-7930860FE4C3,Psrm-CUS000001,Psrm-C0000191,Psrm-CL0140021,Psrm-V0007061,Psrm-WOGQ000002,Psrm-SL000008,,T7065.207025,MSP,Terminated,Temporary,UUG,252987075,2023-08-24T23:00:00Z,2023-08-24T23:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
835F79ED-5395-4B49-BBA9-F2EF663DFDC6,Psrm-CUS000001,Psrm-C0000522,Psrm-CL0292908,Psrm-V0007299,Psrm-WOGQ000002,Psrm-SL000008,,T7299.208991,MSP,Terminated,Temporary,Patrol Officer 4,BPO5148- BOEING FLAGGER,2023-08-25T03:30:00Z,2023-08-25T03:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
9DCF2DAA-67AC-4A85-A92C-691ECA26E489,Psrm-CUS000001,Psrm-C0000522,Psrm-CL0292908,Psrm-V0007299,Psrm-WOGQ000002,Psrm-SL000008,,T7299.208995,MSP,Terminated,Temporary,Patrol Officer 8,BPO5148- BOEING FLAGGER,2023-08-25T03:30:00Z,2023-08-25T03:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
926C4CBB-40FE-4FF9-B269-A0CB19BAC3AE,Psrm-CUS000001,Psrm-C0000162,Psrm-CL0128503,Psrm-V0004836,Psrm-WOGQ000002,Psrm-SL000008,,T4836.208496,MSP,Terminated,Temporary,UUG,N/A,2023-08-25T06:30:00Z,2023-08-25T06:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
12A076E2-E50A-4999-A7C9-D5483F91F00A,Psrm-CUS000001,Psrm-C0000729,Psrm-CL0283980,Psrm-V0004174,Psrm-WOGQ000002,Psrm-SL000008,,T6776.207707,MSP,Terminated,Temporary,UUG_,253524041,2023-08-25T10:00:00Z,2023-08-25T10:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
AF0D5582-EFBA-4CC5-8ACE-9073396CD89B,Psrm-CUS000001,Psrm-C0000522,Psrm-CL0292908,Psrm-V0007299,Psrm-WOGQ000002,Psrm-SL000008,,T7299.208992,MSP,Terminated,Temporary,Patrol Officer 5,BPO5148- BOEING FLAGGER,2023-08-25T03:30:00Z,2023-08-25T03:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
AD5DF1EB-6084-4B32-B191-D601D05E60B7,Psrm-CUS000001,Psrm-C0000522,Psrm-CL0292908,Psrm-V0007299,Psrm-WOGQ000002,Psrm-SL000008,,T7299.208993,MSP,Terminated,Temporary,Patrol Officer 6,BPO5148- BOEING FLAGGER,2023-08-25T03:30:00Z,2023-08-25T03:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
982A86E9-D4F7-42AF-992E-B3BCA57CB6DD,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0134297,Psrm-V0006302,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,E6302.208924,MSP,Terminated,Emergency,UUG,808132,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
59AE321D-AEAD-4692-856E-F5AEF872B228,Psrm-CUS000001,Psrm-C0000325,Psrm-CL0216616,Psrm-V0006501,Psrm-WOGQ000002,Psrm-SL000008,,E6501.208428,MSP,Terminated,Emergency,UUG,N/A,2023-08-25T05:00:00Z,2023-08-25T05:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
5847DC8B-C534-481A-8623-7DC856DD3221,Psrm-CUS000001,Psrm-C0000353,Psrm-CL0199971,Psrm-V0007208,Psrm-WOGQ000002,Psrm-SL000008,,T7208.208635,MSP,Terminated,Temporary,UUG 1,254282241,2023-08-25T11:00:00Z,2023-08-25T11:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
D546854A-3B83-447A-ACF3-81D7A188C476,Psrm-CUS000001,Psrm-C0000161,Psrm-CL0127189,Psrm-V0006622,Psrm-WOGQ000002,Psrm-SL000008,,E6622.208509,MSP,Terminated,Emergency,UUG,N/A,2023-08-25T06:00:00Z,2023-08-25T06:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
DAD68A72-59B4-4E11-B987-B2A3B9570F28,Psrm-CUS000001,Psrm-C0000191,Psrm-CL0298656,Psrm-V0002598,Psrm-WOGQ000002,Psrm-SL000008,,T2598.206053,MSP,Terminated,Temporary,UUG,9363229,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F8E67016-BDAE-47C6-8EC5-983C8A61C94B,Psrm-CUS000001,Psrm-C0000466,Psrm-CL0240690,Psrm-V0005807,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,E5807.206267,MSP,Terminated,Emergency,Unarmed Officer 1,N/A,2023-08-25T11:00:00Z,2023-08-25T11:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
D3C50DA7-B678-4AF3-8954-AEE831CB01C8,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0133198,Psrm-V0007061,Psrm-WOGQ000002,Psrm-SL000008,,T7061.207531,MSP,Terminated,Temporary,UUG,N/A,2023-08-25T05:00:00Z,2023-08-25T05:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
CF5AD380-EEEB-4301-8EB1-11183F2C8ABF,Psrm-CUS000001,Psrm-C0000147,Psrm-CL0103424,Psrm-V0006489,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,E6489.208389,MSP,Terminated,Emergency,UUG,N/A,2023-08-25T07:30:00Z,2023-08-25T07:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
C5D43A62-D5F8-4002-A086-CE79A9464A7D,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0135608,Psrm-V0007054,Psrm-WOGQ000002,Psrm-SL000008,,E7054.209056,MSP,Terminated,Emergency,UUG,808132,2023-08-25T06:00:00Z,2023-08-25T06:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
5FB963FD-E37E-4650-B163-7A85F38E592D,Psrm-CUS000001,Psrm-C0000007,Psrm-CL0024923,Psrm-V0006215,Psrm-WOGQ000002,Psrm-SL000008,,L6215.209001,MSP,Terminated,Long Term,Perm - DC Guard,budgeted,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
BA78CFAE-8356-4676-9912-D4C9395FFAE5,Psrm-CUS000001,Psrm-C0000191,Psrm-CL0298221,Psrm-V0007061,Psrm-WOGQ000002,Psrm-SL000008,,T7061.208146,MSP,Terminated,Temporary,Service Channel-UUG,253867759,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
667326E9-5EC1-4985-A06A-24412199CA2C,Psrm-CUS000001,Psrm-C0000325,Psrm-CL0216695,Psrm-V0005509,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,E5509.209053,MSP,Terminated,Emergency,UUG,N/A,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
44B203D1-F5E4-4DEC-A203-1FC935545FA9,Psrm-CUS000001,Psrm-C0000381,Psrm-CL0252243,Psrm-V0003340,Psrm-WOGQ000002,Psrm-SL000008,,T3340.207954,MSP,Terminated,Temporary,Inside Officer 1,253508359,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
2E25D305-F856-4D8C-95F6-CCC9D1B54B20,Psrm-CUS000001,Psrm-C0000522,Psrm-CL0292908,Psrm-V0007299,Psrm-WOGQ000002,Psrm-SL000008,,T7299.208994,MSP,Terminated,Temporary,Patrol Officer 7,BPO5148- BOEING FLAGGER,2023-08-25T03:30:00Z,2023-08-25T03:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
6BAACDD4-79B7-49DB-8E45-4B5CC28FA5BB,Psrm-CUS000001,Psrm-C0000191,Psrm-CL0277972,Psrm-V0002467,Psrm-WOGQ000002,Psrm-SL000008,,E2467.208883,MSP,Terminated,Emergency,Service Channel-UUG,254464700,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
27F94C4E-8490-42F7-AF23-6550571B660B,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0134159,Psrm-V0004657,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,T4657.205242,MSP,Terminated,Temporary,UUG,808124,2023-08-25T15:00:00Z,2023-08-25T15:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F5F6D633-9482-4021-A276-BE9DC4E41D7A,Psrm-CUS000001,Psrm-C0000522,Psrm-CL0292908,Psrm-V0007299,Psrm-WOGQ000002,Psrm-SL000008,,T7299.208990,MSP,Terminated,Temporary,Patrol Officer  3,BPO5148- BOEING FLAGGER,2023-08-25T03:30:00Z,2023-08-25T03:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F85753E9-0B41-4038-BA6E-F97CEC07871A,Psrm-CUS000001,Psrm-C0000160,Psrm-CL0128296,Psrm-V0007361,Psrm-WOGQ000002,Psrm-SL000008,,E7361.208564,MSP,Terminated,Emergency,UUG,N/A,2023-08-25T04:00:00Z,2023-08-25T04:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
0EA0002B-4A29-4716-9F8A-307FBBE28705,Psrm-CUS000001,Psrm-C0000157,Psrm-CL0123958,Psrm-V0005417,Psrm-WOGQ000002,Psrm-SL000008,,E5417.207582,MSP,Terminated,Emergency,UUG,N/A,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F3130106-F5D4-4762-AC63-ADC44FF2E488,Psrm-CUS000001,Psrm-C0000163,Psrm-CL0300912,Psrm-V0005020,Psrm-WOGQ000002,Psrm-SL000008,,E5020.208764,MSP,Terminated,Emergency,UUG,N/A,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F55219F9-9CAB-4B94-9033-ACF183D564A9,Psrm-CUS000001,Psrm-C0000191,Psrm-CL0140105,Psrm-V0006876,Psrm-WOGQ000002,Psrm-SL000008,,E6877.207681,MSP,Terminated,Emergency,Service Channel-UUG,253528486,2023-08-25T07:00:00Z,2023-08-25T07:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
6237F46A-C238-4678-B9C7-2FFB30D86C55,Psrm-CUS000001,Psrm-C0000684,Psrm-CL0300838,Psrm-V0006757,Psrm-WOGQ000001,Psrm-SL000008,,E6757.208176,MSP,Terminated,Emergency,Armed Officer 1,23834548,2023-08-25T19:00:00Z,2023-08-25T19:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
2BB535F5-BA49-401F-B9DA-14B89F674006,Psrm-CUS000001,Psrm-C0000789,Psrm-CL0295908,Psrm-V0007028,Psrm-WOGQ000002,Psrm-SL000008,,T7028.209041,MSP,Terminated,Temporary,Unarmed Officer 2,N/A,2023-08-25T07:30:00Z,2023-08-25T07:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
CF94B211-6807-467D-9182-9E084AEB8F71,Psrm-CUS000001,Psrm-C0000479,Psrm-CL0300956,Psrm-V0007100,Psrm-WOGQ000001,Psrm-SL000008,,E7100.209058,MSP,Terminated,Emergency,Armed Officer 1,N/A,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F8ED9298-FD2F-4DCE-BC1B-B65BB4F58CD7,Psrm-CUS000001,Psrm-C0000286,Psrm-CL0296282,Psrm-V0005769,Psrm-WOGQ000002,Psrm-SL000008,,T5769.208669,MSP,Terminated,Temporary,Inside Officer 1,N/A,2023-08-25T10:00:00Z,2023-08-25T10:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
4CA9D0F8-5AB5-4A1E-859D-C179A105B41C,Psrm-CUS000001,Psrm-C0000319,Psrm-CL0195066,Psrm-V0004653,Psrm-WOGQ000002,Psrm-SL000008,,T4653.208786,MSP,Terminated,Temporary,UUG 1,N/A,2023-08-25T09:30:00Z,2023-08-25T09:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
86826E02-E365-421C-8A7F-840070C6C63D,Psrm-CUS000001,Psrm-C0000157,Psrm-CL0122547,Psrm-V0006846,Psrm-WOGQ000002,Psrm-SL000008,,E6846.208934,MSP,Terminated,Emergency,UUG,N/A,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
49305218-D7F2-4C5B-8A5B-C1068E2B4137,Psrm-CUS000001,Psrm-C0000229,Psrm-CL0170820,Psrm-V0006481,Psrm-WOGQ000002,Psrm-SL000008,,E7030.208930,MSP,Terminated,Emergency,Unarmed Officer 1,N/A,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
96F889C6-DE4B-4DEA-80F7-0BC8A1BB185A,Psrm-CUS000001,Psrm-C0000162,Psrm-CL0128571,Psrm-V0004968,Psrm-WOGQ000002,Psrm-SL000008,,T4969.207389,MSP,Terminated,Temporary,UUG,2546136,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
BE0F963D-DC3A-4947-8015-04ACF154FC2F,Psrm-CUS000001,Psrm-C0000258,Psrm-CL0197369,Psrm-V0005839,Psrm-WOGQ000002,Psrm-SL000008,,E5839.208535,MSP,Terminated,Emergency,Inside Officer 1,254010665,2023-08-25T10:00:00Z,2023-08-25T10:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
BE229113-A070-404C-8347-422E1B320D54,Psrm-CUS000001,Psrm-C0000007,Psrm-CL0024928,Psrm-V0002293,Psrm-WOGQ000002,Psrm-SL000008,,T2293.208526,MSP,Terminated,Temporary,DC Training for Unarmed Guard #3,budgeted,2023-08-25T13:30:00Z,2023-08-25T13:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
31F35F69-DA94-4AEF-8592-85FDC31DEADD,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0134970,Psrm-V0005665,Psrm-WOGQ000002,Psrm-SL000008,,E5665.208464,MSP,Terminated,Emergency,UUG,808124,2023-08-25T14:00:00Z,2023-08-25T14:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
A53AD765-2F95-4433-89A9-696CE1B83D0A,Psrm-CUS000001,Psrm-C0000458,Psrm-CL0237620,Psrm-V0007009,Psrm-WOGQ000002,Psrm-SL000008,,T7009.208797,MSP,Terminated,Temporary,UUG 10,Billing Code Requested,2023-08-25T15:00:00Z,2023-08-25T15:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
6908BA2A-9DBE-44D9-B515-E6156ACFBDEC,Psrm-CUS000001,Psrm-C0000198,Psrm-CL0179117,Psrm-V0007350,Psrm-WOGQ000002,Psrm-SL000008,,T7350.206756,MSP,Terminated,Temporary,UUG,N/A,2023-08-25T06:00:00Z,2023-08-25T06:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
C850535F-7551-42C8-970A-9F728CA6C131,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0134130,Psrm-V0006757,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000005,T6944.202897,MSP,Terminated,Temporary,UUG,808124,2023-08-25T14:30:00Z,2023-08-25T14:30:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
889F7FF5-3DAC-4B13-AEE4-40F67AA00CB3,Psrm-CUS000001,Psrm-C0000183,Psrm-CL0135492,Psrm-V0002503,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000007,T2503.205356,MSP,Terminated,Temporary,UUG,808124,2023-08-25T15:00:00Z,2023-08-25T15:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F877CAA9-5157-44C3-B434-6677B1B80385,Psrm-CUS000001,Psrm-C0000198,Psrm-CL0234497,Psrm-V0007233,Psrm-WOGQ000002,Psrm-SL000008,,T7233.206757,MSP,Terminated,Temporary,UUG,T7233.206757.001N,2023-08-25T06:00:00Z,2023-08-25T06:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
6A8EA6A9-8945-4C7B-A7B7-C9B0753ACE0A,Psrm-CUS000001,Psrm-C0000161,Psrm-CL0127465,Psrm-V0006048,Psrm-WOGQ000002,Psrm-SL000008,,T6048.208641,MSP,Terminated,Temporary,UUG,N/A,2023-08-25T06:00:00Z,2023-08-25T06:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
F73B383C-EFB2-43D0-809B-94B8D0BB7AE7,Psrm-CUS000001,Psrm-C0000161,Psrm-CL0127134,Psrm-V0007361,Psrm-WOGQ000002,Psrm-SL000008,,T7361.208345,MSP,Terminated,Temporary,UUG,N/A,2023-08-25T06:00:00Z,2023-08-25T06:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
B5353713-C403-4ED5-9052-E5A416A6DC79,Psrm-CUS000001,Psrm-C0000161,Psrm-CL0126698,Psrm-V0006486,Psrm-WOGQ000002,Psrm-SL000008,,T6487.208333,MSP,Terminated,Temporary,UUG,N/A,2023-08-25T06:00:00Z,2023-08-25T06:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
DBF2DC33-BFA6-4B8B-87FE-4EF6E4D877CC,Psrm-CUS000001,Psrm-C0000470,Psrm-CL0300792,Psrm-V0005304,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,E5304.207894,MSP,Terminated,Emergency,Parking Lot Patrol 1,N/A,2023-08-25T07:45:00Z,2023-08-25T07:45:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
FA77464E-1791-41C0-A4B8-09BD6116446D,Psrm-CUS000001,Psrm-C0000676,Psrm-CL0300787,Psrm-V0007361,Psrm-WOGQ000002,Psrm-SL000008,,T7361.208255,MSP,Terminated,Temporary,Outside Officer 1,#79-09939163,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
A56FD571-180E-48F3-986E-0E0BEE1A4722,Psrm-CUS000001,Psrm-C0000191,Psrm-CL0140395,Psrm-V0005202,Psrm-WOGQ000002,Psrm-SL000008,,T5202.205632,MSP,Terminated,Temporary,Service Channel-UUG,251290195,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
04017C0E-6A9F-4C51-8308-E9B00A306047,Psrm-CUS000001,Psrm-C0000286,Psrm-CL0193831,Psrm-V0004780,Psrm-WOGQ000002,Psrm-SL000008,,T4780.208662,MSP,Terminated,Temporary,Inside Officer 1,N/A,2023-08-25T10:00:00Z,2023-08-25T10:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
733FC618-1688-406C-9321-94179F795FBF,Psrm-CUS000001,Psrm-C0000084,Psrm-CL0082753,Psrm-V0005982,Psrm-WOGQ000002,Psrm-SL000008,,T5982.207704,MSP,Terminated,Temporary,UUG,Dept:Construction/Maria Rualo/maricel.rualo@sephora.com; Shar Mukherjee/Sharnendu.Mukherjee@sephora.com/US6600054250 Retail SDWAN,2023-08-25T10:00:00Z,2023-08-25T10:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
09B89E6A-4DAC-43A9-AFFA-9E420276F103,Psrm-CUS000001,Psrm-C0000162,Psrm-CL0268649,Psrm-V0005315,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,E5315.208422,MSP,Terminated,Emergency,UUG,2546553,2023-08-25T19:00:00Z,2023-08-25T19:00:00Z,2023-08-26T10:02:00-07:00,2023-08-26T10:02:00-07:00
EE22D029-744B-4752-A617-DF908C5EC609,Psrm-CUS000001,Psrm-C0000112,Psrm-CL0216224,Psrm-V0004441,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,L4441.164062,MSP,Terminated,Long Term,UUG,N/A,2023-08-24T20:00:00Z,2023-08-24T20:00:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
D328B2DC-4DFA-425E-A61D-C6FB8E8ED3F1,Psrm-CUS000001,Psrm-C0000722,Psrm-CL0295101,Psrm-V0004441,Psrm-WOGQ000002,Psrm-SL000008,,E4441.208630,MSP,Terminated,Emergency,Unarmed Officer 1,N/A,2023-08-24T20:00:00Z,2023-08-24T20:00:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
2D1EAF6C-C0DA-41BB-8AB1-906566939412,Psrm-CUS000001,Psrm-C0000046,Psrm-CL0028512,Psrm-V0002445,Psrm-WOGQ000002,Psrm-SL000008,,T2445.205027,MSP,Terminated,Temporary,Deterrent 1,N/A,2023-08-24T20:00:00Z,2023-08-24T20:00:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
31A62FD0-BB47-46DC-8201-124142003796,Psrm-CUS000001,Psrm-C0000112,Psrm-CL0216229,Psrm-V0004441,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,L4441.164059,MSP,Terminated,Long Term,UUG,N/A,2023-08-24T21:30:00Z,2023-08-24T21:30:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
673BBED2-18F9-41BB-ABC8-76D12F7EB05D,Psrm-CUS000001,Psrm-C0000112,Psrm-CL0216228,Psrm-V0004441,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,L4441.169477,MSP,Terminated,Long Term,UUG2,N/A,2023-08-24T21:00:00Z,2023-08-24T21:00:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
93F0DD09-B726-4CF7-858A-AEE34DCD6265,Psrm-CUS000001,Psrm-C0000112,Psrm-CL0252502,Psrm-V0004441,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,L4441.164058,MSP,Terminated,Long Term,UUG,N/A,2023-08-24T20:00:00Z,2023-08-24T20:00:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
AA5C3335-3CEF-48A5-97C2-B0543188C92A,Psrm-CUS000001,Psrm-C0000729,Psrm-CL0284541,Psrm-V0007038,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,T7038.209000,MSP,Terminated,Temporary,UUG,254555424,2023-08-24T21:30:00Z,2023-08-24T21:30:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
DC468C4D-F86A-416B-BC41-00634F589C0D,Psrm-CUS000001,Psrm-C0000191,Psrm-CL0285451,Psrm-V0006880,Psrm-WOGQ000002,Psrm-SL000008,,E6880.207564,MSP,Terminated,Emergency,Service Channel-UUG,253405628,2023-08-24T20:00:00Z,2023-08-24T20:00:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
DED65AE3-B0E4-44F8-BDFD-929DE2EF59AE,Psrm-CUS000001,Psrm-C0000845,Psrm-CL0300916,Psrm-V0007172,Psrm-WOGQ000002,Psrm-SL000008,,E7172.209017,MSP,Terminated,Emergency,Unarmed Officer 1,N/A,2023-08-24T20:05:00Z,2023-08-24T20:05:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
24616D7E-196C-4416-B9FF-D1EE732B623C,Psrm-CUS000001,Psrm-C0000112,Psrm-CL0216248,Psrm-V0003023,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,L3023.163944,MSP,Terminated,Long Term,UUG,N/A,2023-08-24T21:30:00Z,2023-08-24T21:30:00Z,2023-08-26T10:06:00-07:00,2023-08-26T10:06:00-07:00
2CC3D972-AD49-4B43-912E-B2808F5C45A6,Psrm-CUS000001,Psrm-C0000112,Psrm-CL0252669,Psrm-V0004441,Psrm-WOGQ000002,Psrm-SL000008,Psrm-WOTR000001,L4441.202877,MSP,Terminated,Long Term,UUG3,N/A,2023-08-24T21:00:00Z,2023-08-24T21:00:00Z,2023-08-26T10:07:00-07:00,2023-08-26T10:07:00-07:00
